Churn,Genero,Ciudadano_Senior,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Television_Streaming,Peliculas_Streaming,Tipo_Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales_Total,Cuentas_Diarias
0.0,Female,0,1.0,1.0,35,1,1,DSL,1,1,0,0,0,0,Month-to-month,1.0,Credit card (automatic),2136.9,71.23
1.0,Female,1,0.0,0.0,6,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0.0,Electronic check,434.1,14.47
0.0,Male,0,1.0,0.0,31,1,0,DSL,1,1,1,1,0,1,One year,1.0,Credit card (automatic),2424.45,80.815
1.0,Male,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,69.8,2.3266666666666667
1.0,Female,1,0.0,0.0,38,1,0,DSL,1,1,0,0,0,0,Month-to-month,1.0,Credit card (automatic),2250.65,75.02166666666668
1.0,Female,0,0.0,0.0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Bank transfer (automatic),153.05,5.1016666666666675
0.0,Female,1,1.0,0.0,71,1,1,Fiber optic,1,0,0,0,0,0,Two year,1.0,Credit card (automatic),5676.0,189.2
1.0,Female,1,0.0,0.0,16,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,1350.15,45.005
0.0,Male,0,1.0,1.0,42,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,854.9,28.496666666666666
0.0,Male,0,0.0,0.0,56,1,1,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),1444.05,48.135
0.0,Female,0,1.0,0.0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1.0,Electronic check,1594.75,53.15833333333333
0.0,Female,1,0.0,0.0,13,1,0,DSL,0,1,1,0,0,0,Month-to-month,1.0,Electronic check,731.3,24.376666666666665
0.0,Male,0,1.0,0.0,42,1,1,DSL,1,0,0,1,1,1,One year,0.0,Credit card (automatic),3375.9,112.53
1.0,Female,0,1.0,0.0,59,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0.0,Electronic check,6039.9,201.32999999999998
0.0,Male,0,0.0,0.0,26,0,0,DSL,1,1,0,0,0,1,Month-to-month,1.0,Bank transfer (automatic),1156.55,38.55166666666666
0.0,Male,0,0.0,1.0,54,1,0,Fiber optic,1,1,0,1,1,1,One year,1.0,Electronic check,5826.65,194.22166666666666
0.0,Male,0,0.0,0.0,40,1,1,No,0,0,0,0,0,0,Two year,1.0,Mailed check,973.95,32.465
0.0,Male,0,1.0,1.0,8,1,1,DSL,1,1,0,1,0,1,Two year,1.0,Credit card (automatic),645.8,21.526666666666664
0.0,Female,1,1.0,0.0,25,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,0.0,Bank transfer (automatic),2191.15,73.03833333333334
1.0,Female,0,0.0,0.0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,146.05,4.868333333333334
0.0,Female,0,1.0,1.0,42,1,0,No,0,0,0,0,0,0,One year,1.0,Electronic check,761.85,25.395
0.0,Female,0,1.0,1.0,51,1,1,Fiber optic,1,0,0,1,1,0,One year,1.0,Mailed check,5000.05,166.66833333333335
0.0,Female,0,1.0,1.0,58,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1509.9,50.330000000000005
,Male,0,0.0,0.0,56,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0.0,Electronic check,5581.05,186.035
0.0,Male,0,1.0,0.0,12,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1.0,Credit card (automatic),999.8,33.32666666666667
0.0,Female,0,1.0,1.0,9,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,172.35,5.745
0.0,Female,0,0.0,0.0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,84.4,2.8133333333333335
0.0,Female,0,1.0,1.0,46,1,1,No,0,0,0,0,0,0,One year,0.0,Mailed check,1165.9,38.86333333333334
1.0,Male,0,0.0,0.0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,112.3,3.743333333333333
0.0,Male,0,1.0,1.0,8,1,0,DSL,0,0,0,0,0,0,One year,1.0,Mailed check,345.5,11.516666666666667
0.0,Female,0,0.0,0.0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Credit card (automatic),1129.35,37.644999999999996
0.0,Male,0,1.0,1.0,55,1,0,DSL,1,0,0,0,0,1,One year,0.0,Credit card (automatic),3157.0,105.23333333333333
1.0,Female,0,0.0,0.0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),830.7,27.69
1.0,Female,0,0.0,0.0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,1194.3,39.809999999999995
1.0,Female,0,0.0,0.0,5,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,474.8,15.826666666666666
0.0,Female,0,0.0,0.0,52,1,0,DSL,1,0,1,1,0,0,One year,0.0,Credit card (automatic),3042.25,101.40833333333333
1.0,Female,0,0.0,1.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,69.65,2.3216666666666668
1.0,Male,1,1.0,0.0,70,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Electronic check,7101.5,236.71666666666667
0.0,Female,0,1.0,0.0,62,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,6164.7,205.48999999999998
1.0,Male,1,1.0,0.0,49,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0.0,Credit card (automatic),4547.25,151.575
,Female,0,0.0,1.0,4,0,0,DSL,1,1,1,0,1,1,Month-to-month,1.0,Mailed check,223.75,7.458333333333333
0.0,Male,0,0.0,0.0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,78.3,2.61
1.0,Female,0,1.0,1.0,17,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,0.0,Electronic check,1574.45,52.48166666666667
0.0,Male,0,1.0,0.0,14,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1.0,Electronic check,1185.0,39.5
0.0,Female,0,0.0,0.0,59,1,1,DSL,1,0,0,1,0,1,One year,0.0,Bank transfer (automatic),4070.95,135.69833333333332
0.0,Female,0,0.0,0.0,47,1,0,DSL,1,1,0,1,0,0,One year,1.0,Mailed check,2813.05,93.76833333333335
0.0,Female,0,1.0,0.0,71,1,1,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),1710.15,57.005
1.0,Male,0,1.0,1.0,47,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1.0,Bank transfer (automatic),5118.95,170.63166666666666
0.0,Male,0,0.0,0.0,5,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,0.0,Electronic check,500.1,16.67
1.0,Female,0,1.0,0.0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,483.7,16.12333333333333
0.0,Female,0,1.0,1.0,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1.0,Bank transfer (automatic),4454.25,148.475
0.0,Male,0,0.0,0.0,52,1,0,DSL,1,1,0,0,1,0,Two year,1.0,Credit card (automatic),3342.45,111.41499999999999
0.0,Male,0,0.0,0.0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,181.8,6.0600000000000005
0.0,Female,0,0.0,0.0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,405.7,13.523333333333333
1.0,Female,0,0.0,0.0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Bank transfer (automatic),846.0,28.2
0.0,Male,0,0.0,1.0,12,1,0,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),212.3,7.076666666666667
1.0,Male,0,0.0,0.0,22,1,0,DSL,0,1,0,1,0,0,One year,1.0,Credit card (automatic),1193.05,39.76833333333333
0.0,Male,0,1.0,1.0,52,1,0,DSL,0,1,1,1,1,0,One year,1.0,Electronic check,3482.85,116.095
1.0,Female,0,1.0,1.0,43,1,0,DSL,0,0,0,0,1,0,Month-to-month,0.0,Electronic check,2499.3,83.31
0.0,Female,0,0.0,0.0,13,0,0,DSL,0,0,1,0,1,1,Month-to-month,0.0,Electronic check,649.4,21.646666666666665
1.0,Female,0,0.0,0.0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,246.3,8.21
0.0,Male,1,1.0,0.0,16,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1.0,Electronic check,1540.05,51.335
0.0,Male,1,1.0,0.0,45,1,1,No,0,0,0,0,0,0,One year,0.0,Credit card (automatic),1174.35,39.144999999999996
1.0,Female,0,1.0,1.0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1.0,Electronic check,325.45,10.848333333333333
,Male,1,1.0,0.0,34,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1.0,Credit card (automatic),2874.45,95.815
1.0,Female,0,0.0,0.0,3,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1.0,Electronic check,246.5,8.216666666666667
1.0,Female,0,1.0,0.0,6,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Electronic check,545.2,18.173333333333336
1.0,Female,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,19.6,0.6533333333333334
0.0,Male,0,1.0,0.0,70,1,1,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1724.15,57.47166666666667
1.0,Female,0,1.0,1.0,3,0,0,DSL,1,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),91.7,3.0566666666666666
1.0,Male,0,0.0,0.0,56,1,1,No,0,0,0,0,0,0,One year,0.0,Electronic check,1334.0,44.46666666666667
1.0,Male,1,0.0,0.0,24,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Electronic check,2440.15,81.33833333333334
1.0,Female,1,1.0,0.0,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Electronic check,2514.5,83.81666666666666
0.0,Female,0,0.0,0.0,53,0,0,DSL,1,1,1,1,1,0,One year,1.0,Electronic check,2879.2,95.97333333333333
,Female,0,1.0,1.0,32,0,0,DSL,1,1,0,0,0,0,Month-to-month,1.0,Electronic check,1051.05,35.035
1.0,Male,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,69.85,2.328333333333333
1.0,Male,0,1.0,1.0,25,1,0,Fiber optic,0,0,0,0,1,1,One year,1.0,Electronic check,2178.6,72.61999999999999
0.0,Male,0,1.0,1.0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Bank transfer (automatic),369.15,12.305
0.0,Female,0,1.0,1.0,27,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,550.1,18.336666666666666
,Male,1,1.0,1.0,46,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,1.0,Electronic check,4541.2,151.37333333333333
0.0,Female,0,1.0,0.0,60,0,0,DSL,1,1,1,0,0,1,One year,0.0,Electronic check,2911.5,97.05
0.0,Female,1,0.0,0.0,20,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,1671.6,55.72
1.0,Female,1,0.0,0.0,56,1,1,Fiber optic,0,1,1,0,1,1,One year,1.0,Bank transfer (automatic),5510.65,183.68833333333333
1.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,81.1,2.703333333333333
0.0,Female,0,0.0,0.0,42,1,0,DSL,0,0,1,1,0,1,Two year,0.0,Credit card (automatic),2762.75,92.09166666666667
0.0,Female,0,0.0,0.0,16,1,0,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),318.6,10.620000000000001
0.0,Female,0,1.0,1.0,65,1,1,Fiber optic,0,1,1,1,1,1,Two year,1.0,Credit card (automatic),7245.9,241.53
0.0,Female,1,1.0,0.0,20,1,0,Fiber optic,0,0,0,0,1,1,One year,1.0,Bank transfer (automatic),1859.5,61.983333333333334
0.0,Male,0,0.0,0.0,33,1,0,Fiber optic,1,0,0,1,1,0,Two year,1.0,Electronic check,3027.65,100.92166666666667
0.0,Male,0,1.0,0.0,22,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),471.55,15.718333333333334
1.0,Male,0,0.0,0.0,8,0,0,DSL,1,0,0,0,0,0,Month-to-month,1.0,Electronic check,226.45,7.548333333333333
0.0,Male,0,0.0,0.0,44,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),905.55,30.185
0.0,Female,0,1.0,1.0,72,1,1,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),1988.05,66.26833333333333
1.0,Male,0,0.0,0.0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,635.6,21.186666666666667
,Female,1,0.0,0.0,20,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1.0,Electronic check,1782.4,59.413333333333334
0.0,Female,0,1.0,0.0,51,1,1,DSL,0,1,0,1,1,1,One year,1.0,Credit card (automatic),3950.85,131.695
0.0,Female,1,0.0,0.0,69,1,1,Fiber optic,1,0,1,1,1,1,Two year,0.0,Credit card (automatic),7467.55,248.91833333333335
1.0,Male,0,0.0,0.0,57,0,0,DSL,0,1,0,0,1,0,Month-to-month,1.0,Electronic check,2111.45,70.38166666666666
1.0,Male,0,0.0,1.0,35,1,0,Fiber optic,0,0,1,0,1,0,One year,1.0,Electronic check,3030.6,101.02
1.0,Female,0,1.0,1.0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,147.15,4.905
1.0,Male,1,0.0,0.0,15,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,1156.1,38.53666666666666
0.0,Male,0,1.0,1.0,22,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,433.5,14.45
0.0,Male,0,0.0,1.0,53,1,0,DSL,1,1,0,1,0,0,One year,0.0,Credit card (automatic),3419.5,113.98333333333333
0.0,Female,0,0.0,0.0,9,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Mailed check,788.6,26.28666666666667
0.0,Female,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,20.35,0.6783333333333333
0.0,Male,0,1.0,1.0,32,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,613.95,20.465
0.0,Male,0,1.0,0.0,34,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0.0,Mailed check,3000.25,100.00833333333334
0.0,Male,0,0.0,1.0,54,1,0,DSL,0,1,1,1,0,0,One year,1.0,Electronic check,3283.05,109.435
1.0,Female,0,1.0,1.0,6,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1.0,Electronic check,502.85,16.761666666666667
0.0,Male,0,1.0,1.0,62,1,0,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),1244.8,41.49333333333333
1.0,Female,0,1.0,1.0,13,1,0,DSL,0,0,0,0,0,1,Month-to-month,0.0,Electronic check,734.35,24.478333333333335
0.0,Female,0,1.0,1.0,30,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,602.9,20.096666666666668
0.0,Male,0,1.0,1.0,55,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,1026.35,34.211666666666666
0.0,Male,0,1.0,1.0,17,1,1,DSL,1,0,1,0,1,0,One year,1.0,Bank transfer (automatic),1201.65,40.055
0.0,Female,0,1.0,0.0,7,1,0,DSL,1,0,1,1,1,1,Month-to-month,0.0,Bank transfer (automatic),580.1,19.336666666666666
0.0,Female,0,1.0,0.0,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Credit card (automatic),1745.5,58.18333333333333
0.0,Female,0,1.0,1.0,6,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,285.2,9.506666666666666
0.0,Male,0,0.0,0.0,53,1,1,DSL,0,1,1,1,0,1,Two year,1.0,Bank transfer (automatic),3958.25,131.94166666666666
1.0,Male,0,1.0,0.0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),1284.2,42.806666666666665
0.0,Male,0,1.0,1.0,45,1,1,No,0,0,0,0,0,0,Two year,0.0,Mailed check,1088.25,36.275
0.0,Female,1,1.0,0.0,64,1,0,Fiber optic,1,1,1,0,0,1,One year,0.0,Bank transfer (automatic),6430.9,214.36333333333332
0.0,Female,0,0.0,0.0,18,0,0,DSL,1,1,0,1,0,0,One year,1.0,Mailed check,711.95,23.73166666666667
0.0,Male,0,1.0,0.0,70,1,1,DSL,1,0,1,1,0,1,Two year,1.0,Credit card (automatic),5315.8,177.19333333333333
0.0,Male,0,0.0,0.0,69,1,1,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1713.1,57.10333333333333
0.0,Female,0,1.0,1.0,40,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1.0,Credit card (automatic),3915.4,130.51333333333335
1.0,Female,0,1.0,1.0,21,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1.0,Electronic check,2110.15,70.33833333333334
1.0,Female,0,0.0,0.0,19,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1.0,Electronic check,1789.25,59.641666666666666
0.0,Male,0,1.0,1.0,18,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1.0,Mailed check,1500.5,50.016666666666666
0.0,Male,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,20.05,0.6683333333333333
1.0,Male,0,0.0,0.0,2,1,1,DSL,0,0,0,0,0,1,Month-to-month,0.0,Bank transfer (automatic),118.3,3.9433333333333334
0.0,Female,0,1.0,0.0,33,0,0,DSL,1,0,1,1,1,1,Two year,0.0,Bank transfer (automatic),2016.3,67.21
1.0,Male,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,19.3,0.6433333333333333
0.0,Female,1,1.0,1.0,60,1,0,DSL,1,1,1,1,0,1,One year,1.0,Credit card (automatic),4456.35,148.54500000000002
0.0,Male,0,1.0,0.0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1.0,Credit card (automatic),7758.9,258.63
1.0,Male,0,0.0,0.0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,96.45,3.2150000000000003
0.0,Female,0,0.0,0.0,63,1,1,DSL,1,1,1,1,1,0,Two year,1.0,Credit card (automatic),4861.45,162.04833333333332
0.0,Male,0,0.0,0.0,12,1,1,DSL,1,1,0,1,0,0,Month-to-month,1.0,Electronic check,832.3,27.743333333333332
0.0,Female,0,0.0,0.0,31,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,0.0,Electronic check,2724.25,90.80833333333334
0.0,Male,0,1.0,1.0,71,1,1,DSL,1,1,1,1,1,1,Two year,0.0,Credit card (automatic),6457.15,215.23833333333332
,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0.0,Electronic check,94.4,3.146666666666667
0.0,Male,1,1.0,0.0,50,1,1,Fiber optic,1,1,1,0,1,0,One year,1.0,Bank transfer (automatic),5265.5,175.51666666666668
0.0,Male,0,0.0,0.0,54,0,0,DSL,1,1,0,0,0,1,Two year,0.0,Bank transfer (automatic),2431.95,81.065
1.0,Female,0,0.0,0.0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1.0,Electronic check,52.2,1.74
0.0,Female,1,0.0,0.0,11,1,1,DSL,1,0,0,0,0,0,Month-to-month,1.0,Electronic check,580.8,19.36
0.0,Male,0,1.0,0.0,44,1,0,DSL,0,1,1,1,1,0,One year,1.0,Electronic check,3250.45,108.34833333333333
0.0,Male,0,1.0,0.0,62,1,1,Fiber optic,0,0,1,1,1,1,Two year,1.0,Bank transfer (automatic),6912.7,230.42333333333332
0.0,Male,0,0.0,0.0,57,1,1,Fiber optic,0,0,0,0,1,0,One year,1.0,Electronic check,4939.25,164.64166666666668
0.0,Male,0,1.0,1.0,18,1,0,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),342.3,11.41
0.0,Male,0,1.0,0.0,70,1,1,Fiber optic,0,1,1,1,0,1,Two year,1.0,Bank transfer (automatic),6858.9,228.63
0.0,Female,0,0.0,0.0,21,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Credit card (automatic),1992.55,66.41833333333334
1.0,Male,1,0.0,0.0,17,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,770.6,25.686666666666667
0.0,Female,1,1.0,0.0,42,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1.0,Electronic check,3930.6,131.02
,Male,0,1.0,0.0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),521.9,17.396666666666665
0.0,Female,0,1.0,0.0,21,1,0,Fiber optic,0,0,1,1,0,0,One year,0.0,Electronic check,1742.45,58.08166666666667
0.0,Female,0,0.0,0.0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,61.05,2.0349999999999997
0.0,Female,0,0.0,1.0,8,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,170.9,5.696666666666667
1.0,Male,0,1.0,1.0,18,1,0,DSL,0,0,1,0,0,1,Month-to-month,0.0,Electronic check,990.85,33.028333333333336
1.0,Female,1,0.0,0.0,2,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1.0,Electronic check,179.25,5.975
0.0,Male,0,1.0,1.0,2,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,34.75,1.1583333333333334
0.0,Female,1,0.0,0.0,51,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),967.9,32.263333333333335
0.0,Male,0,1.0,1.0,21,1,1,DSL,1,0,0,0,1,1,One year,1.0,Bank transfer (automatic),1549.75,51.65833333333333
1.0,Male,0,1.0,0.0,55,0,0,DSL,0,0,1,1,1,1,Month-to-month,1.0,Bank transfer (automatic),2978.3,99.27666666666667
0.0,Female,0,0.0,0.0,70,1,1,DSL,1,1,1,1,1,1,Two year,0.0,Credit card (automatic),6367.2,212.23999999999998
1.0,Male,0,0.0,0.0,31,1,0,DSL,0,0,1,1,0,0,Month-to-month,1.0,Electronic check,1715.65,57.18833333333334
0.0,Male,0,0.0,0.0,67,0,0,DSL,1,0,1,1,1,0,One year,1.0,Bank transfer (automatic),3321.35,110.71166666666666
1.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,70.1,2.3366666666666664
0.0,Male,0,0.0,0.0,21,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,390.4,13.013333333333332
1.0,Female,0,1.0,0.0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,1554.0,51.8
1.0,Female,1,0.0,0.0,11,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Credit card (automatic),906.85,30.228333333333335
0.0,Male,1,0.0,0.0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,45.2,1.5066666666666668
0.0,Male,0,1.0,0.0,72,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1872.2,62.406666666666666
0.0,Female,0,1.0,1.0,34,1,1,No,0,0,0,0,0,0,One year,1.0,Credit card (automatic),917.15,30.571666666666665
0.0,Female,0,1.0,1.0,29,1,0,No,0,0,0,0,0,0,One year,0.0,Electronic check,540.05,18.001666666666665
1.0,Male,0,1.0,0.0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,0.0,Credit card (automatic),5614.45,187.14833333333334
0.0,Male,0,1.0,1.0,5,1,1,DSL,1,1,0,1,0,0,Month-to-month,0.0,Credit card (automatic),316.9,10.563333333333333
0.0,Male,0,0.0,0.0,18,0,0,DSL,1,0,1,0,0,0,Month-to-month,0.0,Mailed check,550.35,18.345000000000002
0.0,Female,0,1.0,1.0,20,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,417.65,13.921666666666665
1.0,Female,1,0.0,0.0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,195.05,6.501666666666667
0.0,Male,0,0.0,1.0,45,1,1,Fiber optic,0,0,1,0,1,1,Two year,0.0,Bank transfer (automatic),4634.35,154.47833333333335
0.0,Male,1,1.0,0.0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0.0,Electronic check,2172.05,72.40166666666667
0.0,Female,0,0.0,0.0,29,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,599.3,19.976666666666667
0.0,Female,0,0.0,0.0,50,1,1,DSL,0,1,0,1,1,1,Two year,1.0,Mailed check,4024.2,134.14
0.0,Female,0,0.0,0.0,11,0,0,DSL,0,0,0,0,1,0,Month-to-month,1.0,Mailed check,363.15,12.104999999999999
0.0,Male,0,1.0,1.0,72,1,1,DSL,1,1,1,1,1,1,Two year,1.0,Credit card (automatic),6614.9,220.49666666666664
0.0,Male,0,0.0,1.0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,100.9,3.3633333333333337
1.0,Female,0,0.0,0.0,44,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1.0,Bank transfer (automatic),3862.55,128.75166666666667
0.0,Male,0,1.0,0.0,72,1,1,DSL,1,0,1,1,1,1,Two year,0.0,Credit card (automatic),6094.25,203.14166666666668
0.0,Male,0,0.0,0.0,48,1,1,Fiber optic,1,0,0,1,0,1,Month-to-month,1.0,Electronic check,4445.3,148.17666666666668
0.0,Male,1,0.0,0.0,50,1,1,DSL,1,1,0,0,1,0,Month-to-month,1.0,Bank transfer (automatic),3454.6,115.15333333333334
0.0,Male,0,0.0,0.0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,0.0,Mailed check,55.55,1.8516666666666666
1.0,Male,0,0.0,1.0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,24.75,0.825
0.0,Male,0,1.0,1.0,36,0,0,DSL,1,0,1,1,1,1,One year,0.0,Credit card (automatic),2234.55,74.485
0.0,Male,0,1.0,1.0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,144.35,4.8116666666666665
1.0,Male,0,0.0,0.0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,2515.3,83.84333333333333
0.0,Female,0,0.0,0.0,40,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,804.85,26.828333333333333
0.0,Male,0,1.0,1.0,72,1,1,DSL,1,1,1,1,0,0,Two year,0.0,Credit card (automatic),5016.65,167.22166666666666
0.0,Male,0,1.0,0.0,63,1,1,DSL,0,0,1,1,1,1,Two year,0.0,Credit card (automatic),5034.05,167.80166666666668
0.0,Female,0,1.0,0.0,2,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,1.0,Electronic check,194.55,6.485
0.0,Male,0,1.0,1.0,60,1,1,Fiber optic,1,0,1,0,1,0,One year,1.0,Bank transfer (automatic),5812.0,193.73333333333332
0.0,Female,0,1.0,1.0,47,1,0,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),890.5,29.683333333333334
1.0,Male,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,20.5,0.6833333333333333
0.0,Male,0,0.0,0.0,25,1,0,DSL,1,1,0,1,1,1,Month-to-month,1.0,Mailed check,1902.0,63.4
